id,predict
13518783164498355150900635905895481162,137612.64983639226
299896161723793383246777788797566040330,118786.92153688849
316180649972302128246133616457018378621,143406.9558268051
222527157104148385909188217274642813298,116950.5598192845
160460343059850745858546502614838368036,121427.63148724825
262727202368986244371977784343233436999,116641.62111406376
254093764205800086330999281077926851120,142353.06614530584
26118184613036116787803832945215674478,124187.15061427861
216524630140335566712794225427064313,144978.78322278167
185631381169816366226494379020452029389,137404.4539817975
193325654448132563278364141820152041311,144030.02658479905
238917637717691361625086479663492481749,144907.43144291552
55430829679256880238551444522175018156,143591.6472820147
215317645068876070368783807654911699750,144497.1932297813
81597227204971961501733390453078413740,140919.72752561548
144896666825908872755051834814298387194,142116.02010275694
184599608599423525451999366981389806783,146318.79787479638
332523842755767369964829329030378044388,110244.16119559825
115343777354602647202140618045743635008,139522.33498897642
20757170217235469489036110086071917277,124473.98183511467
185526399598537813925895625787601650168,121124.34959843288
60658042813489826886245400795986219027,117846.18731731919
252469656136469704862465423825396909961,121695.44278210288
144289133420257677937750963126363910239,124219.97809550968
286704706212186527658783613441315754259,118954.69032886087
104788498292328609834480593297039083847,114546.70462562886
83091551517048057678460117003997132666,139697.95881471955
253819240599250454081144283787356606601,127727.8094366864
47552100267769170589122325402191982347,140472.88438016135
143932540867090135955180920741784357244,144490.1581075578
196345985565471044954698780677909306202,142611.28068423326
244792708737468723430839923035345593106,112199.49093317246
84589940414664494482357035061818012137,128379.11931412663
272199586960887794853261858460695880945,124561.48123043377
49959439507026713714422386346459644032,142719.34438621136
281026519311657672970881937258693325762,138432.6579085462
93074564150014753673961081882123830374,143670.8017474202
26728401390792884431172378844166640182,147165.380816156
188211565885838356078706489204052877949,143573.94525442948
72487946181948797581370306862646034491,118344.49987141244
228864048115975611203958077134700148633,117039.1314944119
112454259487642510247400972640243226784,126647.88027283103
222663295482952330188872827964862490542,117603.70953723042
174300102534868734265445704595501072047,112667.45146699174
65616068149477861830943576277231644996,143531.00402213668
12512429268260634755522419284910697215,144024.97677509103
336344009530167442733355949279054127993,136634.30872167498
79522286518792634854353998912967788405,123524.14476920877
82689802293775881487902613650793199776,140365.42533932123
145087209205382180995284342956932775590,116670.95774721348
148379644220249469735831915363404593938,118863.70415566249
81783415914068556337040372580510327746,141037.8667620845
17392005129747944984443660408573750669,124847.82056537969
221003909581330971303914733428302885356,136722.91085205128
32270994133870633595828638411924379558,113501.96555230214
44743423162474884539743903954385097896,119952.10808051303
256739781367016694034266877805520625472,139618.56927734497
102069821313289958956134954896763391138,121697.24511967244
295239204594155572903470420706758961711,142194.5106003229
217043924033496343963491521400562422856,119003.70866489247
230630223901851276472648163541398202700,137420.75544871436
228794583325189840821498523768389390979,121018.79642168776
226883211751919793077312253417502568887,111980.720070182
178727794896076301413017290746899811351,121302.88716777854
233324434070255280697734700180958891999,146699.72174547674
120196782885257163651164953359063822616,137744.11019714503
307587965035124177469706843302286678852,138376.19191872032
147918433942232310306879997092064646229,118039.03836933307
322862357217576382174561616320866894896,115206.24808520876
239523402888574028389406143855331971634,144029.95904905992
113509983214540261664688743850173663995,139541.84609712788
109891169875096641331353504149265117244,142188.8035193644
14047284765259674200352849951505593080,139587.82044683254
185048785858081984334746723407963750558,117711.31538601062
233408161489868303803711823496315975517,122672.74819473375
271868823659695867806389462405507434039,138912.17080707825
234266752075173490649523075655294035700,143459.28544848552
135193714861901808768224625797727405125,144594.25088692817
65383514239248595231552479759479421653,111169.03976935352
763500554236946546082152173974002095,140617.93464230036
263071556455718053803505933844459615897,141668.55856618247
251187863725990533753089128740859478739,126178.34389116765
254288424794027625207128200628830798586,138538.2745940998
286319605986498380547161295324785273852,137292.69532624673
18156444762146185587945140921021289232,141798.3975636008
132399590521100913284690334248594447552,140943.9423377661
103484450878268999171337512911053865440,144385.8692453289
3912270241651523146374566983699340012,115506.05251714404
289442719100949424990356122406061188257,145176.04678193713
78107569099680024366542029001316825040,141671.33625535367
35630579392702895703343792092821020757,118916.39873809135
180495442974534219664033650975071179678,125237.74691243135
310808003231123687601982759789167595573,140076.86019327166
281412885789869246852489114984059535931,141269.3935181722
115834922999693545296191213987693964898,144491.71434826916
5731801982113473737231393645963779999,124978.61898826217
256716164818036322373140286568690396129,117315.37760920043
287091925155434474451326927701130603179,144318.45114183077
34260218896401614964439670738816901101,120361.73379144125
129711525134942617432200032446355408594,113734.32284782981
63813447393601008165654825811986411111,145193.97682003147
233957718806307342910872106898233148735,134740.47187757117
138508589382193076883186189654019084427,142983.76578419242
171762617476835661595108367117122969376,113232.7351931339
7122736344425113322294078330615663312,144057.30760267383
32931879047335602142815671990698948947,141764.21494509646
230483121396274655509988841957998046697,111704.99609624785
315766672381283490639653109260892751611,141962.1459716282
301104161774368724925476221283740970391,116318.75990662418
227510606246395701960366267332503216714,139566.43243018913
228659121972304442863099815886729581779,131457.32609776294
68086809059173658965599732460689150208,142774.20632324426
169041392389609942283143480484429958744,143802.07604918838
149581053128777628511664656027161538796,120471.97280489057
66252420228989686258481184814476626799,147095.01205222827
262859967351480229982146627310415934358,138595.50770450232
317829998963593347122303395131613360494,141305.60648784615
24887841704125448157191892411715521315,143553.4375240875
230199425899098091542244974035896211783,114150.10197532183
74011957647759301081569160773746930781,140374.41123667703
144733803448319336946178686862337261379,138448.45083201895
142405383752199423425786993458884627343,137085.49464416428
173324636074769296529189625730653285809,143467.13249738017
155561347177954121142041908188975524664,137821.3716205153
86026435063413102427450773798842306387,141752.19803471124
229257356284378921190587377871031567334,139012.0926568102
249214025842220849314985638373204146912,116248.07368593759
83473208885390680674963932777363338591,110591.3755246149
180580369832354477560560602690825188300,143871.14122685563
259490022068441742630539072459542535148,113372.8452791656
120796267956232721185119513957760631683,123138.57706638129
241430542672617103205615601633306372934,139393.76377617323
53091847780640456849632756954612576434,140165.64704748645
171977066567630375608946040261692762526,139812.81092520605
201914625874463660453645362442088079106,113547.92825067602
84059384063449374632880341259583908854,138757.00168033887
328387208591072585760315241990965355447,119422.68448314651
17154426494022331794126934878064958948,142753.08222660483
192000139416378047888346422176422040661,145744.32970728978
180081646479210699334128198669796160399,122787.74700197091
253986101323166575416961447245174692901,141405.518049804
82036269311688064017582673374303244526,125805.91890084758
333919908274208141229966147873771212013,123037.59996261875
313704772228414954684896419439906454998,140055.8953452168
215781134391040786413193932814799270790,115017.67162788575
323576127340260635108064420738794619615,141601.5174170963
21266736316299428255003871822385501006,115353.79834758991
186277892327196401769009247007141845185,145874.9147214655
118653739393882803347822121960128540090,142542.01404370024
178402222675267324741137977644713188119,145647.43951755587
14111625130403982018582213981963028060,145516.7310370607
325687469192316037825715120219693138391,142904.082630015
338873463459304189674358773507615464140,142427.3470121084
245440709240117885881946071499467553000,120666.8842848758
3992284778362807624983933766586748960,137763.60894752486
177917688273646190120585781998870609412,138774.58111067463
307183333739200840624177841605072041043,112196.3737213586
335470794133402209198153397416379022899,114731.05806073216
203204241445015520264242319199812317633,129847.05864904971
134385257647410245621873088337082618012,141790.22497018817
6540687257921476537365937337199234069,141734.66174586824
203239807831030319375520809440266391745,143190.68957123178
39376528018535015868934510381824165952,138361.71204056175
333342898325227485720191018314201595565,142655.81827885052
216088076765437530118227326459456970218,142641.480706665
294256168413360318515649740566516009388,113553.10027273567
249324748703273289890304775287749567094,119637.26520036296
227934818343215729770705513085856574374,144200.07691304703
157501721120159053919391416852016284295,141299.56109700346
297125857657343693187052534926914461136,145276.66595101779
87136029063634093621956857943240285302,119310.31015745373
199891203388386369979675076525848750178,125817.70531427555
102123055616796056444516517520597098387,118488.36681652749
237512146312820589708317540195709404676,124344.36321649814
30984280450885534059052913279584065254,140412.95627394028
126374200467604593804720277004278327103,117677.33726595357
317466905352534178610659571519473694514,141324.73863888983
52865229602472061804485324233666817912,117938.95739306966
86984224502002234419916772572194051581,114715.08497100411
114416682475133609697441993429731470073,117331.73844827738
49500288896238366923661810598993127844,137342.38175744878
15465172849640768327142827133509494439,137436.62752428668
307334256328869249308029400432335737804,114877.83902690394
228144239113577275448986710580982616029,141990.8442393171
287139027642678210570007827534054265052,142171.99040586865
89914442558408418710315807541943703503,144443.80902544648
157724668439282941424079171387574257679,122309.60481117871
210560980823314089239746782467786021918,120094.32084972464
9533463295747584642161614887871041149,117957.2650510536
36155487406786930325759004510880817087,142589.3652414459
234127326236134497876685668798607764717,141982.0127927375
280305492068078804619353598740914253066,145498.67356061953
206680675239217462017215069720218496509,141983.22092264434
338819821210509135508780606674721178321,145468.35775927023
204709679839831821149432932813402540678,115700.09914244922
90875432458421346470025553495778630510,138986.4832766885
275475573967873268188137718480930488822,144540.85108271075
135798733167447402777119122060701579452,139720.98224177002
16467710364998450246536251528420949308,114080.82018526788
154737869680607241704521619955620605087,121402.57768370211
275775611271881132098534927222118097805,146776.2293028399
60452051161648408770616607730997043495,140354.2788251355
55573982790391311975887758207573440948,129294.85391901043
253718454255114896228371873750181818324,141592.18597080404
314064790115053828119555179443554195527,120052.59797625447
189570492320793832454485868809143337405,141767.13142529182
23825261604921702409641748375342950297,117216.10047525841
202301262511978571352794896695666151810,120201.22316870607
104239568090079872488280748074678202013,120759.87676635255
118155484109908082546418446225943368418,119329.1399581186
255279298803366738058226980815231053100,134464.66536625355
205713080891740291665828451730565250400,142552.64945863272
271567936429803209749917402080660109484,115938.16516694747
83500313040262972087502975096864972395,125135.92628220849
199825580750147224320742424928048221511,114239.17870102824
35503660709160520879029443480036147850,136920.7972162789
136744533749502088151319862288356809373,121469.7391996592
14646148787543855550889731877407837757,138924.9735902244
175456875639756620367724513315924621300,138226.15299046514
171887264709983159676256955690666649895,143821.81077457228
5575201071375003157687971982995539245,117926.55296237845
11124399571277862461246801293141325136,141080.0600454059
278012921215945326618316328031414262851,124951.72356442684
127163062492495403313007757062409704463,140326.12573656827
302695598952433192347337048974293502177,120077.38377947266
339163194157299289931219327984398277845,112762.22649778482
253179630755522290489067862817016603658,115712.00019603968
107540865078806037752380310797439708594,137872.63670340873
202747226890809260721851930190733529606,147242.17024027652
198478944601280023843585927406172044192,138576.55214289686
286842543879735416835221285521231976811,141637.5654935679
143789229725002136498207123538125838974,145115.78750369546
78201854589030752101710975166249263249,118127.58666847998
71539818043384923993008937350352775921,141526.4078143585
123838437268533573587350797170799646707,137833.11342401413
165334355852046750199663818885453553125,127073.22696570591
